course_code,department,course_number,course_title,syllabus_link
MPA 2800,MPA,2800,Policy in Action Project,https://coursetools.brown.edu/syllabus/MPA:2800:2023-Spring:S01
MUSC 0075,MUSC,0075,"Jazz: Race, Power and History",https://coursetools.brown.edu/syllabus/MUSC:0075:2023-Spring:S01
MUSC 0221,MUSC,0221,MEME Composers’ Ensemble,missing
MUSC 0400A,MUSC,0400A,Introduction to Music Theory,https://coursetools.brown.edu/syllabus/MUSC:0400A:2023-Spring:S01
MUSC 0400B,MUSC,0400B,Introduction to Popular Music Theory and Songwriting,missing
MUSC 0450,MUSC,0450,On Songs and Songwriting,https://coursetools.brown.edu/syllabus/MUSC:0450:2023-Spring:S01
MUSC 0550,MUSC,0550,Theory of Tonal Music I,https://coursetools.brown.edu/syllabus/MUSC:0550:2023-Spring:S01
MUSC 0560,MUSC,0560,Theory of Tonal Music II,missing
MUSC 0570,MUSC,0570,Jazz and Pop Harmony,https://coursetools.brown.edu/syllabus/MUSC:0570:2023-Spring:S01
MUSC 0600,MUSC,0600,Chorus,missing
MUSC 0610,MUSC,0610,Orchestra,https://coursetools.brown.edu/syllabus/MUSC:0610:2023-Spring:S01
MUSC 0620,MUSC,0620,Wind Symphony,missing
MUSC 0630,MUSC,0630,Jazz Band,missing
MUSC 0640,MUSC,0640,Ghanaian Drumming and Dancing Ensemble,missing
MUSC 0642,MUSC,0642,World Music Ensemble,missing
MUSC 0650,MUSC,0650,Javanese Gamelan,missing
MUSC 0670,MUSC,0670,Old-Time String Band,missing
MUSC 0680,MUSC,0680,Chamber Music Performance,missing
MUSC 1040,MUSC,1040,Analysis of Romantic Musics,missing
MUSC 1110,MUSC,1110,Seminar in Composition,missing
MUSC 1200,MUSC,1200,Recording and Sound Design Techniques,https://coursetools.brown.edu/syllabus/MUSC:1200:2023-Spring:S01
MUSC 1290V,MUSC,1290V,Akousmatikoi: Studies in Spatialized Sound,https://coursetools.brown.edu/syllabus/MUSC:1290V:2023-Spring:S01
MUSC 1500B,MUSC,1500B,Messiaen,missing
MUSC 1710,MUSC,1710,Choral Conducting,missing
MUSC 1905A,MUSC,1905A,Music and Cultural Policy,missing
MUSC 1917,MUSC,1917,Music and Socialism,https://coursetools.brown.edu/syllabus/MUSC:1917:2023-Spring:S01
MUSC 1960,MUSC,1960,Advanced Ghanaian Drumming and Dancing Ensemble,missing
MUSC 2000,MUSC,2000,Theory and Method in Ethnomusicology,https://coursetools.brown.edu/syllabus/MUSC:2000:2023-Spring:S01
MUSC 2080I,MUSC,2080I,"The Question of Voice: Sound, Style, Ideology.",https://coursetools.brown.edu/syllabus/MUSC:2080I:2023-Spring:S01
MUSC 2090E,MUSC,2090E,Black Feminist Sonic Practices,missing
MUSC 2230,MUSC,2230,Composing for Real-Time Systems,missing
MUSC 2280,MUSC,2280,Designing Large-Scale Projects,missing
MUSC 2290,MUSC,2290,Seminar In Sonic Practice,https://coursetools.brown.edu/syllabus/MUSC:2290:2023-Spring:S01
MUSC 2970,MUSC,2970,Preliminary Examination Preparation,missing
MUSC 2990,MUSC,2990,Thesis Preparation,missing
NAHU 0200,NAHU,0200,Beginning Nahuatl II,missing
NAHU 0400,NAHU,0400,Nahuatl II,missing
NAHU 0600,NAHU,0600,Advanced Nahuatl II,missing
NAIS 0100,NAIS,0100,Learning our Native Languages,missing
NEUR 1020,NEUR,1020,Principles of Neurobiology,missing
NEUR 1065,NEUR,1065,Biology of Hearing,https://coursetools.brown.edu/syllabus/NEUR:1065:2023-Spring:S01
NEUR 1540,NEUR,1540,Neurobiology of Learning and Memory,https://coursetools.brown.edu/syllabus/NEUR:1540:2023-Spring:S01
NEUR 1600,NEUR,1600,Experimental Neurobiology,https://coursetools.brown.edu/syllabus/NEUR:1600:2023-Spring:S01
NEUR 1660,NEUR,1660,Neural Computation in Learning and Decision-Making,missing
NEUR 1740,NEUR,1740,The Diseased Brain: Mechanisms of Neurological and Psychiatric Disorders,https://coursetools.brown.edu/syllabus/NEUR:1740:2023-Spring:S01
NEUR 1930L,NEUR,1930L,Neurobiology of Love,https://coursetools.brown.edu/syllabus/NEUR:1930L:2023-Spring:S01
NEUR 2020,NEUR,2020,Graduate Proseminar in Neuroscience,missing
NEUR 2040,NEUR,2040,Advanced Molecular and Cellular Neurobiology II,https://coursetools.brown.edu/syllabus/NEUR:2040:2023-Spring:S01
NEUR 2060,NEUR,2060,Advanced Systems Neuroscience,missing
NEUR 2970,NEUR,2970,Preliminary Examination Preparation,missing
NEUR 2990,NEUR,2990,Thesis Preparation,missing
PHIL 0010,PHIL,0010,The Place of Persons,https://coursetools.brown.edu/syllabus/PHIL:0010:2023-Spring:S01
PHIL 0023,PHIL,0023,Gender Metaphysics from Marginalized Perspectives,missing
PHIL 0210,PHIL,0210,Early Modern Philosophy,https://coursetools.brown.edu/syllabus/PHIL:0210:2023-Spring:S01
PHIL 0403,PHIL,0403,Ethics and Politics of Data,https://coursetools.brown.edu/syllabus/PHIL:0403:2023-Spring:S01
PHIL 0430,PHIL,0430,Ethical Themes in the Contemporary American Short Story,https://coursetools.brown.edu/syllabus/PHIL:0430:2023-Spring:S01
PHIL 0555,PHIL,0555,"Choice, Commerce, and Conflict: An Introduction to PPE",https://coursetools.brown.edu/syllabus/PHIL:0555:2023-Spring:S01
PHIL 0560,PHIL,0560,Political Philosophy,https://coursetools.brown.edu/syllabus/PHIL:0560:2023-Spring:S01
PHIL 0561,PHIL,0561,Love: A Survey in the History of Philosophy,https://coursetools.brown.edu/syllabus/PHIL:0561:2023-Spring:S01
PHIL 0990F,PHIL,0990F,Perception,https://coursetools.brown.edu/syllabus/PHIL:0990F:2023-Spring:S01
PHIL 0990V,PHIL,0990V,Current Questions About Rational Belief,https://coursetools.brown.edu/syllabus/PHIL:0990V:2023-Spring:S01
PHIL 1110B,PHIL,1110B,Plato,https://coursetools.brown.edu/syllabus/PHIL:1110B:2023-Spring:S01
PHIL 1220,PHIL,1220,17th Century Continental Rationalism,https://coursetools.brown.edu/syllabus/PHIL:1220:2023-Spring:S01
PHIL 1440,PHIL,1440,The Nature of Morality,missing
PHIL 1470,PHIL,1470,Ethics in the Novel,https://coursetools.brown.edu/syllabus/PHIL:1470:2023-Spring:S01
PHIL 1502,PHIL,1502,Philosophy of Race and Gender,https://coursetools.brown.edu/syllabus/PHIL:1502:2023-Spring:S01
PHIL 1580,PHIL,1580,Philosophy of Sex,https://coursetools.brown.edu/syllabus/PHIL:1580:2023-Spring:S01
PHIL 1592,PHIL,1592,Status Anxiety,https://coursetools.brown.edu/syllabus/PHIL:1592:2023-Spring:S01
PHIL 1675,PHIL,1675,Set Theory,https://coursetools.brown.edu/syllabus/PHIL:1675:2023-Spring:S01
PHIL 1735,PHIL,1735,Metaphysics,missing
PHIL 2000,PHIL,2000,Graduate Proseminar,https://coursetools.brown.edu/syllabus/PHIL:2000:2023-Spring:S01
PHIL 2010,PHIL,2010,Third Year Workshop,missing
PHIL 2020,PHIL,2020,Dissertation Workshop,missing
PHIL 2041,PHIL,2041,Sartre,https://coursetools.brown.edu/syllabus/PHIL:2041:2023-Spring:S01
PHIL 2105,PHIL,2105,Plato's Sophist and Statesman,missing
PHIL 2710,PHIL,2710,Recent Debates in the Philosophy of Logic,https://coursetools.brown.edu/syllabus/PHIL:2710:2023-Spring:S01
PHIL 2970,PHIL,2970,Preliminary Examination Preparation,missing
PHIL 2990,PHIL,2990,Thesis Preparation,missing
PHIL XLIST,PHIL,XLIST,Courses of Interest to Philosophy Concentrators,https://coursetools.brown.edu/syllabus/PHIL:XLIST:2023-Spring:S01
PHP 0320,PHP,0320,Introduction to Public Health,https://coursetools.brown.edu/syllabus/PHP:0320:2023-Spring:S01
PHP 0330,PHP,0330,Public Health Policy,https://coursetools.brown.edu/syllabus/PHP:0330:2023-Spring:S01
PHP 0400,PHP,0400,"Intro. to Health Disparities & Making Connection btw Structure, Social Determinants&Health Equity",https://coursetools.brown.edu/syllabus/PHP:0400:2023-Spring:S01
PHP 0650,PHP,0650,From Manufacturer to Patient: Why is the Cost of Prescription Drugs So Darn High?,missing
PHP 0700,PHP,0700,Global Public Health Interventions,https://coursetools.brown.edu/syllabus/PHP:0700:2023-Spring:S01
PHP 0710,PHP,0710,Introduction to Modern South Asia: Public Health From Theory to Practice (SAST 0700B),missing
PHP 0850,PHP,0850,Fundamentals of Epidemiology,https://coursetools.brown.edu/syllabus/PHP:0850:2023-Spring:S01
PHP 1101,PHP,1101,"World of Food: Personal to Global Perspectives on Nutrition, Agriculture and Policy",https://coursetools.brown.edu/syllabus/PHP:1101:2023-Spring:S01
PHP 1300,PHP,1300,Parenting Behaviors and Child Health,https://coursetools.brown.edu/syllabus/PHP:1300:2023-Spring:S01
PHP 1313A,PHP,1313A,"Are We Really All in This Together? Culture, Structure, and Health Disparities (ANTH 1313)",https://coursetools.brown.edu/syllabus/PHP:1313A:2023-Spring:S01
PHP 1480,PHP,1480,Introduction To Public Health Economics,https://coursetools.brown.edu/syllabus/PHP:1480:2023-Spring:S01
PHP 1511,PHP,1511,Applied Regression Analysis,https://coursetools.brown.edu/syllabus/PHP:1511:2023-Spring:S01
PHP 1551,PHP,1551,"Substance Use Prevention, Treatment, & Policy",https://coursetools.brown.edu/syllabus/PHP:1551:2023-Spring:S01
PHP 1600,PHP,1600,"Obesity in the 21st Century: Causes, Consequences and Countermeasures",https://coursetools.brown.edu/syllabus/PHP:1600:2023-Spring:S01
PHP 1610,PHP,1610,"Tobacco, Disease and the Industry: cigs, e-cigs and more",https://coursetools.brown.edu/syllabus/PHP:1610:2023-Spring:S01
PHP 1650,PHP,1650,"Race, Racism and Health",https://coursetools.brown.edu/syllabus/PHP:1650:2023-Spring:S01
PHP 1670,PHP,1670,Public Mental Health: A Framework for Studying and Preventing Mental Disorders,https://coursetools.brown.edu/syllabus/PHP:1670:2023-Spring:S01
PHP 1680U,PHP,1680U,Intersectionality and Health Inequities,https://coursetools.brown.edu/syllabus/PHP:1680U:2023-Spring:S01
PHP 1810,PHP,1810,Community-Engaged Research in Public Health,https://coursetools.brown.edu/syllabus/PHP:1810:2023-Spring:S01
PHP 1854,PHP,1854,The Epidemiology and Control of Infectious Diseases,https://coursetools.brown.edu/syllabus/PHP:1854:2023-Spring:S01
PHP 1885,PHP,1885,Measuring Mindfulness,https://coursetools.brown.edu/syllabus/PHP:1885:2023-Spring:S01
PHP 1895,PHP,1895,Mindfulness Epidemiology,https://coursetools.brown.edu/syllabus/PHP:1895:2023-Spring:S01
PHP 1950,PHP,1950,Adolescent and Young Adult Health,https://coursetools.brown.edu/syllabus/PHP:1950:2023-Spring:S01
PHP 2040,PHP,2040,Survey Research Methods,https://coursetools.brown.edu/syllabus/PHP:2040:2023-Spring:S01
PHP 2060,PHP,2060,Qualitative Methods in Health Research,https://coursetools.brown.edu/syllabus/PHP:2060:2023-Spring:S01
PHP 2071,PHP,2071,Applied Public Health: Systems and Practice,missing
PHP 2080,PHP,2080,Public Health Law and Policy,https://coursetools.brown.edu/syllabus/PHP:2080:2023-Spring:S01
PHP 2090B,PHP,2090B,Research Grant Writing for Public Health-Part B,https://coursetools.brown.edu/syllabus/PHP:2090B:2023-Spring:S01
PHP 2120,PHP,2120,Introduction to Methods in Epidemiologic Research,https://coursetools.brown.edu/syllabus/PHP:2120:2023-Spring:S01
PHP 2130,PHP,2130,Human Biology for Public Health,https://coursetools.brown.edu/syllabus/PHP:2130:2023-Spring:S01
PHP 2180,PHP,2180,Interpretation and Application of Epidemiology,missing
PHP 2200,PHP,2200,Intermediate Methods in Epidemiologic Research,https://coursetools.brown.edu/syllabus/PHP:2200:2023-Spring:S01
PHP 2220E,PHP,2220E,Topics in Environmental and Occupational Epidemiology,https://coursetools.brown.edu/syllabus/PHP:2220E:2023-Spring:S01
PHP 2355,PHP,2355,Designing and Evaluating Public Health Interventions,https://coursetools.brown.edu/syllabus/PHP:2355:2023-Spring:S01
PHP 2360,PHP,2360,"Developing + Testing Theory-Driven, Evidence Based Psychosocial and Behavioral Health Interventions",https://coursetools.brown.edu/syllabus/PHP:2360:2023-Spring:S01
PHP 2380,PHP,2380,Health Communication,https://coursetools.brown.edu/syllabus/PHP:2380:2023-Spring:S01
PHP 2400,PHP,2400,"The U.S. Health Care System: Case Studies in Financing, Delivery, Regulation and Public Health",missing
PHP 2410E,PHP,2410E,Medicare: A Data Based Policy Examination,missing
PHP 2415,PHP,2415,Introduction to Evidence-based Medicine,https://coursetools.brown.edu/syllabus/PHP:2415:2023-Spring:S01
PHP 2440,PHP,2440,Introduction to Pharmacoepidemiology,https://coursetools.brown.edu/syllabus/PHP:2440:2023-Spring:S01
PHP 2455B,PHP,2455B,Health Services Research Methods II,https://coursetools.brown.edu/syllabus/PHP:2455B:2023-Spring:S01
PHP 2470,PHP,2470,"Topics in Clinical, Translational and Health Services Research",https://coursetools.brown.edu/syllabus/PHP:2470:2023-Spring:S01
PHP 2508,PHP,2508,BioStatistics and Data Analysis II,https://coursetools.brown.edu/syllabus/PHP:2508:2023-Spring:S01
PHP 2511,PHP,2511,Applied Regression Analysis,https://coursetools.brown.edu/syllabus/PHP:2511:2023-Spring:S01
PHP 2516,PHP,2516,Applied Longitudinal Data Analysis,https://coursetools.brown.edu/syllabus/PHP:2516:2023-Spring:S01
PHP 2517,PHP,2517,Applied Multilevel Data Analysis,https://coursetools.brown.edu/syllabus/PHP:2517:2023-Spring:S01
PHP 2530,PHP,2530,Bayesian Statistical Methods,https://coursetools.brown.edu/syllabus/PHP:2530:2023-Spring:S01
PHP 2561,PHP,2561,Methods in Informatics and Data Science for Health,https://coursetools.brown.edu/syllabus/PHP:2561:2023-Spring:S01
PHP 2580,PHP,2580,Statistical Inference II,https://coursetools.brown.edu/syllabus/PHP:2580:2023-Spring:S01
PHP 2590,PHP,2590,Design of Experiments,https://coursetools.brown.edu/syllabus/PHP:2590:2023-Spring:S01
PHP 2602,PHP,2602,Analysis of Lifetime Data,https://coursetools.brown.edu/syllabus/PHP:2602:2023-Spring:S01
PHP 2605,PHP,2605,Generalized Linear Models,https://coursetools.brown.edu/syllabus/PHP:2605:2023-Spring:S01
PHP 2650,PHP,2650,Statistical Learning and Big Data,https://coursetools.brown.edu/syllabus/PHP:2650:2023-Spring:S01
PHP 2670,PHP,2670,Simulation Models for Public Health Decision Making,https://coursetools.brown.edu/syllabus/PHP:2670:2023-Spring:S01
PHP 2730,PHP,2730,Including the Excluded: Global Health Ethics,https://coursetools.brown.edu/syllabus/PHP:2730:2023-Spring:S01
PHP 2740,PHP,2740,Learning Global Health by Doing Global Health: Global Health Thesis Seminar,https://coursetools.brown.edu/syllabus/PHP:2740:2023-Spring:S01
PHP 2950,PHP,2950,Doctoral Seminar in Public Health,missing
PHP 2990,PHP,2990,Thesis Preparation,missing
PHUM 1220,PHUM,1220,"Decolonizing Classical Antiquity: Wht Nationalism, Colonialism, Ancient Material Heritage (MGRK1220)",https://coursetools.brown.edu/syllabus/PHUM:1220:2023-Spring:S01
PHUM 1653,PHUM,1653,Material Culture Practicum (ANTH 1621),missing
PHUM 1901,PHUM,1901,Anthropology in/of the Museum (ANTH 1901),missing
PHUM 2020,PHUM,2020,Methods in Public Humanities,https://coursetools.brown.edu/syllabus/PHUM:2020:2023-Spring:S01
PHUM 2025,PHUM,2025,Semester Practicum in Public Humanities,https://coursetools.brown.edu/syllabus/PHUM:2025:2023-Spring:S01
PHUM 2225,PHUM,2225,Material Matters (ANTH 2515).,https://coursetools.brown.edu/syllabus/PHUM:2225:2023-Spring:S01
PHUM 2405,PHUM,2405,"Monuments, Counter-Monuments, and the Representation of the Slave Past (AFRI 2005)",https://coursetools.brown.edu/syllabus/PHUM:2405:2023-Spring:S01
PHUM 2696,PHUM,2696,The Promise of Informal Learning (AMST 2696).,https://coursetools.brown.edu/syllabus/PHUM:2696:2023-Spring:S01
PHYS 0030,PHYS,0030,Basic Physics A,https://coursetools.brown.edu/syllabus/PHYS:0030:2023-Spring:S01
PHYS 0040,PHYS,0040,Basic Physics B,https://coursetools.brown.edu/syllabus/PHYS:0040:2023-Spring:S01
PHYS 0060,PHYS,0060,Foundations of Electromagnetism and Modern Physics,https://coursetools.brown.edu/syllabus/PHYS:0060:2023-Spring:S01
PHYS 0160,PHYS,0160,"Introduction to Relativity, Waves and Quantum Physics",https://coursetools.brown.edu/syllabus/PHYS:0160:2023-Spring:S01
PHYS 0220,PHYS,0220,Astronomy,https://coursetools.brown.edu/syllabus/PHYS:0220:2023-Spring:S01
PHYS 0500,PHYS,0500,Advanced Classical Mechanics,https://coursetools.brown.edu/syllabus/PHYS:0500:2023-Spring:S01
PHYS 0560,PHYS,0560,Experiments in Modern Physics,https://coursetools.brown.edu/syllabus/PHYS:0560:2023-Spring:S01
PHYS 1100,PHYS,1100,General Relativity,https://coursetools.brown.edu/syllabus/PHYS:1100:2023-Spring:S01
PHYS 1420,PHYS,1420,Quantum Mechanics B,https://coursetools.brown.edu/syllabus/PHYS:1420:2023-Spring:S01
PHYS 1560,PHYS,1560,Modern Physics Laboratory,https://coursetools.brown.edu/syllabus/PHYS:1560:2023-Spring:S01
PHYS 1600,PHYS,1600,Computational Physics,https://coursetools.brown.edu/syllabus/PHYS:1600:2023-Spring:S01
PHYS 2010,PHYS,2010,Techniques in Experimental Physics,https://coursetools.brown.edu/syllabus/PHYS:2010:2023-Spring:S01
PHYS 2040,PHYS,2040,Classical Theoretical Physics II,https://coursetools.brown.edu/syllabus/PHYS:2040:2023-Spring:S01
PHYS 2060,PHYS,2060,Quantum Mechanics,https://coursetools.brown.edu/syllabus/PHYS:2060:2023-Spring:S01
PHYS 2100,PHYS,2100,General Relativity,https://coursetools.brown.edu/syllabus/PHYS:2100:2023-Spring:S01
PHYS 2140,PHYS,2140,Statistical Mechanics,https://coursetools.brown.edu/syllabus/PHYS:2140:2023-Spring:S01
PHYS 2170,PHYS,2170,Introduction to Nuclear and High Energy Physics,https://coursetools.brown.edu/syllabus/PHYS:2170:2023-Spring:S01
PHYS 2280,PHYS,2280,Astrophysics and Cosmology,https://coursetools.brown.edu/syllabus/PHYS:2280:2023-Spring:S01
PHYS 2300,PHYS,2300,Quantum Theory of Fields I,https://coursetools.brown.edu/syllabus/PHYS:2300:2023-Spring:S01
PHYS 2340,PHYS,2340,Group Theory,https://coursetools.brown.edu/syllabus/PHYS:2340:2023-Spring:S01
PHYS 2600,PHYS,2600,Computational Physics,https://coursetools.brown.edu/syllabus/PHYS:2600:2023-Spring:S01
PHYS 2970,PHYS,2970,Preliminary Examination Preparation,missing
PHYS 2990,PHYS,2990,Thesis Preparation,missing
PLME 0700,PLME,0700,Communication in Health Care,https://coursetools.brown.edu/syllabus/PLME:0700:2023-Spring:S01
PLSH 0400,PLSH,0400,Intermediate Polish,missing
POBS 0105,POBS,0105,Accelerated Portuguese,https://coursetools.brown.edu/syllabus/POBS:0105:2023-Spring:S01
POBS 0400,POBS,0400,Writing and Speaking Portuguese,https://coursetools.brown.edu/syllabus/POBS:0400:2023-Spring:S01
POBS 0630B,POBS,0630B,"Lusophone Cities in Literature, Film and Music.",https://coursetools.brown.edu/syllabus/POBS:0630B:2023-Spring:S01
POBS 1601K,POBS,1601K,Early Modern Global History at the John Carter Brown Library: A Research Workshop,https://coursetools.brown.edu/syllabus/POBS:1601K:2023-Spring:S01
POBS 1601T,POBS,1601T,Regimes of Contention in Southern Europe,missing
POBS 2500B,POBS,2500B,Portuguese Overseas Encounters,missing
POBS 2970,POBS,2970,Preliminary Examination Preparation,missing
POBS 2990,POBS,2990,Thesis Preparation,missing
POLS 0110,POLS,0110,Introduction to Political Thought,missing
POLS 0200,POLS,0200,Introduction to Comparative Politics,missing
POLS 0220,POLS,0220,City Politics,https://coursetools.brown.edu/syllabus/POLS:0220:2023-Spring:S01
POLS 0820I,POLS,0820I,"Crime, Mafias and Prison",missing
POLS 1100,POLS,1100,U.S. Congress,https://coursetools.brown.edu/syllabus/POLS:1100:2023-Spring:S01
POLS 1130,POLS,1130,The American Presidency,https://coursetools.brown.edu/syllabus/POLS:1130:2023-Spring:S01
POLS 1140,POLS,1140,Public Opinion and American Democracy,https://coursetools.brown.edu/syllabus/POLS:1140:2023-Spring:S01
POLS 1225,POLS,1225,Nuclear Weapons,missing
POLS 1240,POLS,1240,"Politics, Markets and States in Developing Countries",https://coursetools.brown.edu/syllabus/POLS:1240:2023-Spring:S01
POLS 1290,POLS,1290,The Rise of China,https://coursetools.brown.edu/syllabus/POLS:1290:2023-Spring:S01
POLS 1310,POLS,1310,African American Politics,missing
POLS 1315,POLS,1315,Diversity & U.S. Minority Politics,https://coursetools.brown.edu/syllabus/POLS:1315:2023-Spring:S01
POLS 1420,POLS,1420,Money and Power in the International Political Economy,https://coursetools.brown.edu/syllabus/POLS:1420:2023-Spring:S01
POLS 1445,POLS,1445,Contemporary African Politics,https://coursetools.brown.edu/syllabus/POLS:1445:2023-Spring:S01
POLS 1530,POLS,1530,"Gender, Slavery, and Freedom",missing
POLS 1600,POLS,1600,Political Research Methods,https://coursetools.brown.edu/syllabus/POLS:1600:2023-Spring:S01
POLS 1820F,POLS,1820F,Black Protest: Theory and Praxis,missing
POLS 1820G,POLS,1820G,Politics and Nature,missing
POLS 1821N,POLS,1821N,Political Journalism,https://coursetools.brown.edu/syllabus/POLS:1821N:2023-Spring:S01
POLS 1821V,POLS,1821V,Democracy and Inequality in American Cities,https://coursetools.brown.edu/syllabus/POLS:1821V:2023-Spring:S01
POLS 1825B,POLS,1825B,The Politics of the Laws of War,https://coursetools.brown.edu/syllabus/POLS:1825B:2023-Spring:S01
POLS 1825C,POLS,1825C,"Crime, Violence, and Policing in Latin America",missing
POLS 1825E,POLS,1825E,Health Care Politics and Policy,https://coursetools.brown.edu/syllabus/POLS:1825E:2023-Spring:S01
POLS 1825N,POLS,1825N,Military Power and Effectiveness,missing
POLS 1825Q,POLS,1825Q,Capitalism and Democracy in Europe,missing
POLS 1920,POLS,1920,Senior Honors Thesis Preparation,missing
POLS 2020,POLS,2020,American Political Development,https://coursetools.brown.edu/syllabus/POLS:2020:2023-Spring:S01
POLS 2051,POLS,2051,Preparing the Prospectus II,missing
POLS 2090E,POLS,2090E,Arendt and…,https://coursetools.brown.edu/syllabus/POLS:2090E:2023-Spring:S01
POLS 2120,POLS,2120,Proseminar in Political Theory,https://coursetools.brown.edu/syllabus/POLS:2120:2023-Spring:S01
POLS 2450,POLS,2450,Exchange Scholar Program,https://coursetools.brown.edu/syllabus/POLS:2450:2023-Spring:S01
POLS 2590,POLS,2590,Quantitative Research Methods II,https://coursetools.brown.edu/syllabus/POLS:2590:2023-Spring:S01
POLS 2605,POLS,2605,Quantitative Research Methods III,https://coursetools.brown.edu/syllabus/POLS:2605:2023-Spring:S01
POLS 2990,POLS,2990,Thesis Preparation,missing
PRSN 0200,PRSN,0200,Basic Persian,missing
PRSN 0400,PRSN,0400,Intermediate Persian Language and Culture,missing
PRSN 0720,PRSN,0720,"Modern Iran: Literature, Media & Pop Culture",https://coursetools.brown.edu/syllabus/PRSN:0720:2023-Spring:S01
RELS 0010,RELS,0010,Happiness and the Pursuit of the Good Life,https://coursetools.brown.edu/syllabus/RELS:0010:2023-Spring:S01
RELS 0037,RELS,0037,Sensing the Sacred: Sensory Culture in South Asian Religions,https://coursetools.brown.edu/syllabus/RELS:0037:2023-Spring:S01
RELS 0060C,RELS,0060C,The Bible and Moral Debate (JUDS 0060),https://coursetools.brown.edu/syllabus/RELS:0060C:2023-Spring:S01
RELS 0090F,RELS,0090F,Friendship in the Ancient World,https://coursetools.brown.edu/syllabus/RELS:0090F:2023-Spring:S01
RELS 0210C,RELS,0210C,"Religion and European Colonialism, 1700-1900 (HIST 0273B)",https://coursetools.brown.edu/syllabus/RELS:0210C:2023-Spring:S01
RELS 0265,RELS,0265,Philosophy as Spiritual Practice,https://coursetools.brown.edu/syllabus/RELS:0265:2023-Spring:S01
RELS 0325,RELS,0325,How the Bible Became Holy,https://coursetools.brown.edu/syllabus/RELS:0325:2023-Spring:S01
RELS 0340,RELS,0340,Kabbalah: An Introduction to Jewish Mysticism,https://coursetools.brown.edu/syllabus/RELS:0340:2023-Spring:S01
RELS 0525,RELS,0525,The History and Practice of Yoga in India and Beyond,https://coursetools.brown.edu/syllabus/RELS:0525:2023-Spring:S01
RELS 0535,RELS,0535,Self Transformation and Transcendence in Later Daoist Contemplative Traditions,https://coursetools.brown.edu/syllabus/RELS:0535:2023-Spring:S01
RELS 0700H,RELS,0700H,Jewish-Christian Partings (JUDS 0608),https://coursetools.brown.edu/syllabus/RELS:0700H:2023-Spring:S01
RELS 0800,RELS,0800,"Death: Religion, Philosophy, Law",https://coursetools.brown.edu/syllabus/RELS:0800:2023-Spring:S01
RELS 0815,RELS,0815,Sacred Economy: Religion and Capitalism in the United States,https://coursetools.brown.edu/syllabus/RELS:0815:2023-Spring:S01
RELS 0845,RELS,0845,Religious Freedom in America,https://coursetools.brown.edu/syllabus/RELS:0845:2023-Spring:S01
RELS 1050B,RELS,1050B,"The Political Theology of the ""Jewish Question"" (JUDS 1614)",https://coursetools.brown.edu/syllabus/RELS:1050B:2023-Spring:S01
RELS 1430,RELS,1430,Buddhist Classics,https://coursetools.brown.edu/syllabus/RELS:1430:2023-Spring:S01
RELS 1442,RELS,1442,"The History, Philosophy, and Practice of Rinzai Zen Buddhism",https://coursetools.brown.edu/syllabus/RELS:1442:2023-Spring:S01
RELS 1530B,RELS,1530B,Heresy and Orthodoxy in Islamic Thought,https://coursetools.brown.edu/syllabus/RELS:1530B:2023-Spring:S01
RELS 2460,RELS,2460,Professionalization Seminar,missing
RELS 2600T,RELS,2600T,"Religion, Ethics, and Community",missing
RELS 2890,RELS,2890,Preliminary Examination Preparation,missing
RELS 2990,RELS,2990,Thesis Preparation,missing
RUSS 0110,RUSS,0110,Intensive Russian,missing
RUSS 0200,RUSS,0200,Introductory Russian,missing
RUSS 0400,RUSS,0400,Intermediate Russian,missing
RUSS 0600,RUSS,0600,Advanced Russian,missing
RUSS 1120,RUSS,1120,Special Topics in Russian Studies II: Advanced Reading and Conversation,missing
RUSS 1220,RUSS,1220,Nationalism and Nationalities,https://coursetools.brown.edu/syllabus/RUSS:1220:2023-Spring:S01
RUSS 1230,RUSS,1230,Putin’s Russia – Fact or Fiction,https://coursetools.brown.edu/syllabus/RUSS:1230:2023-Spring:S01
RUSS 1820,RUSS,1820,Dostoevsky,https://coursetools.brown.edu/syllabus/RUSS:1820:2023-Spring:S01
RUSS 1857,RUSS,1857,Russian Intellectual History,https://coursetools.brown.edu/syllabus/RUSS:1857:2023-Spring:S01
RUSS 2970,RUSS,2970,Preliminary Examination Preparation,missing
RUSS 2990,RUSS,2990,Thesis Preparation,missing
SANS 0200,SANS,0200,Elementary Sanskrit II,missing
SANS 1800,SANS,1800,Classical Schools of Indian Philosophy,missing
SANS 2970,SANS,2970,Sanskrit Preliminary Exam Preparation,missing
SAST 0037,SAST,0037,Sensing the Sacred: Sensory Culture in South Asian Religions,https://coursetools.brown.edu/syllabus/SAST:0037:2023-Spring:S01
SAST 0525,SAST,0525,The History and Practice of Yoga in India and Beyond,https://coursetools.brown.edu/syllabus/SAST:0525:2023-Spring:S01
SAST 0700B,SAST,0700B,Introduction to Modern South Asia: Public Health From Theory to Practice,missing
SIGN 0200,SIGN,0200,"American Sign Language I, II",https://coursetools.brown.edu/syllabus/SIGN:0200:2023-Spring:S01
SIGN 0400,SIGN,0400,American Sign Language IV,https://coursetools.brown.edu/syllabus/SIGN:0400:2023-Spring:S01
SLAV 1260,SLAV,1260,Aesthetics at War: East European Film and Military Conflicts,missing
SLAV 2210,SLAV,2210,Old Church Slavonic,https://coursetools.brown.edu/syllabus/SLAV:2210:2023-Spring:S01
